150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,146.14 ,(1.00),0.00 
150.00 ,150.00 ,150.00 ,150.00 ,133.03 ,2.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,5.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,5.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,2.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,5.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,3.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,150.00 ,95.13 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,150.00 ,82.32 ,69.85 ,0.00 ,0.00 
150.00 ,150.00 ,125.42 ,62.67 ,53.27 ,(1.00),1.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,(3.00),0.00 
150.00 ,150.00 ,150.00 ,150.00 ,114.35 ,(3.00),0.00 
150.00 ,150.00 ,150.00 ,103.39 ,66.98 ,0.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,64.37 ,(3.00),0.00 
150.00 ,150.00 ,150.00 ,48.87 ,48.32 ,(1.00),1.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,(2.00),0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,(5.00),0.00 
150.00 ,150.00 ,150.00 ,150.00 ,150.00 ,(4.00),0.00 
150.00 ,150.00 ,150.00 ,150.00 ,106.11 ,1.00 ,0.00 
144.63 ,130.34 ,150.00 ,150.00 ,126.18 ,1.00 ,0.00 
124.49 ,98.56 ,110.67 ,150.00 ,150.00 ,0.00 ,0.00 
80.43 ,63.84 ,71.64 ,128.78 ,150.00 ,3.00 ,1.00 
91.09 ,35.99 ,28.30 ,31.18 ,53.79 ,2.00 ,1.00 
150.00 ,136.68 ,150.00 ,150.00 ,150.00 ,2.00 ,0.00 
150.00 ,150.00 ,126.92 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,150.00 ,96.34 ,78.57 ,150.00 ,0.00 ,0.00 
150.00 ,132.40 ,59.66 ,48.78 ,150.00 ,0.00 ,1.00 
150.00 ,131.32 ,110.48 ,131.45 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,101.68 ,100.16 ,143.90 ,(2.00),0.00 
125.09 ,74.31 ,68.44 ,89.71 ,150.00 ,(3.00),1.00 
42.58 ,40.72 ,55.69 ,150.00 ,150.00 ,(3.00),1.00 
150.00 ,135.22 ,113.70 ,150.00 ,150.00 ,(5.00),0.00 
150.00 ,150.00 ,150.00 ,91.27 ,54.95 ,(5.00),1.00 
150.00 ,59.49 ,38.23 ,36.69 ,50.34 ,0.00 ,1.00 
150.00 ,133.42 ,150.00 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,116.24 ,150.00 ,150.00 ,150.00 ,1.00 ,0.00 
150.00 ,97.21 ,69.72 ,150.00 ,150.00 ,1.00 ,1.00 
150.00 ,62.98 ,37.46 ,34.60 ,150.00 ,0.00 ,1.00 
150.00 ,150.00 ,127.16 ,116.67 ,150.00 ,(2.00),0.00 
150.00 ,109.06 ,103.22 ,140.42 ,150.00 ,(2.00),0.00 
85.84 ,75.86 ,94.83 ,150.00 ,150.00 ,(3.00),0.00 
59.59 ,77.70 ,150.00 ,150.00 ,136.39 ,(5.00),0.00 
150.00 ,150.00 ,132.45 ,98.60 ,105.19 ,(5.00),0.00 
99.49 ,74.87 ,80.44 ,150.00 ,150.00 ,(1.00),0.00 
53.81 ,46.97 ,57.65 ,150.00 ,150.00 ,(2.00),1.00 
150.00 ,133.88 ,112.55 ,133.82 ,150.00 ,0.00 ,0.00 
150.00 ,116.83 ,98.14 ,116.52 ,150.00 ,(1.00),0.00 
112.40 ,72.52 ,70.00 ,97.49 ,150.00 ,0.00 ,1.00 
53.38 ,34.71 ,33.53 ,46.32 ,150.00 ,0.00 ,1.00 
150.00 ,135.54 ,113.92 ,150.00 ,150.00 ,0.00 ,0.00 
150.00 ,118.29 ,99.45 ,118.82 ,150.00 ,1.00 ,0.00 
150.00 ,99.64 ,71.38 ,73.84 ,150.00 ,2.00 ,1.00 
150.00 ,150.00 ,47.99 ,38.75 ,43.91 ,0.00 ,1.00 
150.00 ,131.31 ,110.43 ,131.32 ,150.00 ,0.00 ,0.00 
150.00 ,114.16 ,96.06 ,114.21 ,150.00 ,0.00 ,0.00 
150.00 ,77.72 ,65.49 ,77.76 ,150.00 ,0.00 ,1.00 
68.74 ,34.00 ,28.82 ,34.02 ,68.86 ,0.00 ,1.00 
150.00 ,141.67 ,119.11 ,141.69 ,150.00 ,1.00 ,0.00 
150.00 ,150.00 ,111.00 ,109.21 ,150.00 ,0.00 ,0.00 
150.00 ,122.85 ,80.49 ,79.19 ,113.42 ,1.00 ,0.00 
150.00 ,150.00 ,50.31 ,43.88 ,53.75 ,0.00 ,1.00 
150.00 ,131.32 ,110.46 ,131.39 ,150.00 ,5.00 ,0.00 
58.32 ,97.81 ,150.00 ,150.00 ,120.87 ,4.00 ,0.00 
45.67 ,39.73 ,48.47 ,150.00 ,150.00 ,2.00 ,1.00 
150.00 ,133.05 ,111.88 ,133.05 ,150.00 ,0.00 ,0.00 
150.00 ,115.80 ,97.53 ,116.07 ,150.00 ,0.00 ,0.00 
150.00 ,79.40 ,66.96 ,79.58 ,150.00 ,0.00 ,1.00 
72.13 ,35.73 ,30.29 ,35.81 ,72.71 ,0.00 ,1.00 
150.00 ,141.78 ,119.19 ,150.00 ,150.00 ,(1.00),0.00 
150.00 ,109.29 ,111.08 ,150.00 ,150.00 ,0.00 ,0.00 
113.56 ,79.27 ,80.56 ,150.00 ,150.00 ,1.00 ,0.00 
80.22 ,45.83 ,41.35 ,52.55 ,150.00 ,1.00 ,1.00 
150.00 ,141.00 ,118.61 ,141.14 ,150.00 ,(2.00),0.00 
123.11 ,107.06 ,131.80 ,150.00 ,150.00 ,0.00 ,0.00 
94.55 ,82.28 ,101.19 ,150.00 ,150.00 ,0.00 ,0.00 
60.31 ,52.57 ,64.50 ,144.34 ,150.00 ,(1.00),1.00 
150.00 ,132.37 ,111.29 ,132.33 ,150.00 ,(1.00),0.00 
